au2001,property_type,#bedrooms,quarter,rent_count,rent_mean,rent_geo_mean,au_name,territory,region,rental_area
566000,House,5+,2019-03-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,Room or Boarding House,1,2019-03-01,20.0,238.0,237.0,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,Flat or Apartment,1,2019-06-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,Flat or Apartment,2,2019-06-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,Flat or Apartment,3,2019-06-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,Flat or Apartment,4,2019-06-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,House,1,2019-06-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,House,2,2019-06-01,8.0,387.0,382.0,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,House,3,2019-06-01,21.0,460.0,451.0,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,House,4,2019-06-01,10.0,557.0,554.0,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,House,5+,2019-06-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,Room or Boarding House,1,2019-06-01,29.0,263.0,263.0,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,Flat or Apartment,1,2019-03-01,,,,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,Flat or Apartment,2,2019-03-01,,,,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,Flat or Apartment,3,2019-03-01,,,,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,House,1,2019-03-01,,,,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,House,2,2019-03-01,7.0,417.0,416.0,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,House,3,2019-03-01,16.0,490.0,486.0,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,House,4,2019-03-01,6.0,572.0,567.0,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,House,5+,2019-03-01,,,,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,Flat or Apartment,1,2019-06-01,,,,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,Flat or Apartment,2,2019-06-01,,,,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,Flat or Apartment,3,2019-06-01,,,,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,House,1,2019-06-01,,,,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,House,2,2019-06-01,14.0,395.0,392.0,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,House,3,2019-06-01,12.0,443.0,440.0,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,House,4,2019-06-01,8.0,590.0,585.0,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,House,5+,2019-06-01,,,,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,Flat or Apartment,1,2019-03-01,,,,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,Flat or Apartment,2,2019-03-01,,,,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,Flat or Apartment,3,2019-03-01,,,,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,House,1,2019-03-01,,,,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,House,2,2019-03-01,7.0,431.0,428.0,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,House,3,2019-03-01,8.0,504.0,498.0,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,House,4,2019-03-01,,,,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,House,5+,2019-03-01,,,,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,Flat or Apartment,1,2019-06-01,,,,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,Flat or Apartment,2,2019-06-01,,,,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,Flat or Apartment,3,2019-06-01,,,,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,House,1,2019-06-01,,,,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,House,2,2019-06-01,10.0,434.0,427.0,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,House,3,2019-06-01,10.0,522.0,520.0,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,House,4,2019-06-01,,,,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,House,5+,2019-06-01,,,,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,Flat or Apartment,1,2019-03-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,Flat or Apartment,2,2019-03-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,Flat or Apartment,3,2019-03-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,House,1,2019-03-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,House,2,2019-03-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,House,3,2019-03-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,House,4,2019-03-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,House,5+,2019-03-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,Flat or Apartment,1,2019-06-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,Flat or Apartment,2,2019-06-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,Flat or Apartment,3,2019-06-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,House,1,2019-06-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,House,2,2019-06-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,House,3,2019-06-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,House,4,2019-06-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,House,5+,2019-06-01,,,,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566302,House,2,2019-03-01,,,,Maungakotukutuku,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566302,House,3,2019-03-01,,,,Maungakotukutuku,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566302,House,4,2019-03-01,,,,Maungakotukutuku,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566302,House,2,2019-06-01,,,,Maungakotukutuku,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566302,House,3,2019-06-01,,,,Maungakotukutuku,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566302,House,4,2019-06-01,,,,Maungakotukutuku,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566500,House,3,2019-03-01,,,,Te Marua,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566500,House,4,2019-03-01,,,,Te Marua,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566500,House,3,2019-06-01,,,,Te Marua,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566500,House,4,2019-06-01,,,,Te Marua,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566610,House,3,2019-03-01,,,,Akatarawa,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566610,House,3,2019-06-01,,,,Akatarawa,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,Flat or Apartment,2,2019-03-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,Flat or Apartment,3,2019-03-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,House,1,2019-03-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,House,2,2019-03-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,House,3,2019-03-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,House,4,2019-03-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,House,5+,2019-03-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,Room or Boarding House,1,2019-03-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,Flat or Apartment,2,2019-06-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,Flat or Apartment,3,2019-06-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,House,1,2019-06-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,House,2,2019-06-01,5.0,355.0,354.0,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,House,3,2019-06-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,House,4,2019-06-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,House,5+,2019-06-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,Room or Boarding House,1,2019-06-01,,,,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,Flat or Apartment,2,2019-03-01,,,,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,Flat or Apartment,3,2019-03-01,,,,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,House,2,2019-03-01,,,,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,House,3,2019-03-01,9.0,497.0,494.0,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,House,4,2019-03-01,,,,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,House,5+,2019-03-01,,,,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,Room or Boarding House,1,2019-03-01,,,,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,Flat or Apartment,2,2019-06-01,,,,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,Flat or Apartment,3,2019-06-01,,,,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,House,2,2019-06-01,,,,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,House,3,2019-06-01,7.0,511.0,507.0,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,House,4,2019-06-01,,,,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,House,5+,2019-06-01,,,,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,Room or Boarding House,1,2019-06-01,,,,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566800,Flat or Apartment,1,2019-03-01,,,,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566800,Flat or Apartment,2,2019-03-01,10.0,368.0,367.0,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566800,House,2,2019-03-01,,,,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566800,House,3,2019-03-01,6.0,455.0,453.0,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566800,House,4,2019-03-01,,,,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566800,Room or Boarding House,1,2019-03-01,,,,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566800,Flat or Apartment,1,2019-06-01,,,,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566800,Flat or Apartment,2,2019-06-01,7.0,373.0,371.0,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566800,House,2,2019-06-01,,,,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566800,House,3,2019-06-01,8.0,547.0,545.0,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566800,House,4,2019-06-01,,,,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566800,Room or Boarding House,1,2019-06-01,,,,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566900,Flat or Apartment,2,2019-03-01,,,,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566900,Flat or Apartment,3,2019-03-01,,,,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566900,House,2,2019-03-01,,,,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566900,House,3,2019-03-01,9.0,480.0,479.0,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566900,House,4,2019-03-01,,,,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566900,House,5+,2019-03-01,,,,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566900,Flat or Apartment,2,2019-06-01,,,,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566900,Flat or Apartment,3,2019-06-01,,,,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566900,House,2,2019-06-01,,,,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566900,House,3,2019-06-01,5.0,551.0,548.0,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566900,House,4,2019-06-01,,,,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566900,House,5+,2019-06-01,,,,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
567000,Flat or Apartment,1,2019-03-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,Flat or Apartment,2,2019-03-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,Flat or Apartment,3,2019-03-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,House,2,2019-03-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,House,3,2019-03-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,House,4,2019-03-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,House,5+,2019-03-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,Room or Boarding House,1,2019-03-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,Flat or Apartment,1,2019-06-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,Flat or Apartment,2,2019-06-01,10.0,356.0,354.0,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,Flat or Apartment,3,2019-06-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,House,2,2019-06-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,House,3,2019-06-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,House,4,2019-06-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,House,5+,2019-06-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567000,Room or Boarding House,1,2019-06-01,,,,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,Flat or Apartment,1,2019-03-01,,,,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,Flat or Apartment,2,2019-03-01,,,,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,Flat or Apartment,3,2019-03-01,,,,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,House,2,2019-03-01,,,,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,House,3,2019-03-01,,,,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,Room or Boarding House,1,2019-03-01,,,,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,Flat or Apartment,1,2019-06-01,,,,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,Flat or Apartment,2,2019-06-01,,,,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,Flat or Apartment,3,2019-06-01,,,,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,House,2,2019-06-01,,,,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,House,3,2019-06-01,,,,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,Room or Boarding House,1,2019-06-01,5.0,198.0,196.0,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567200,Flat or Apartment,2,2019-03-01,,,,Maidstone,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567200,House,2,2019-03-01,,,,Maidstone,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567200,House,3,2019-03-01,,,,Maidstone,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567200,Flat or Apartment,2,2019-06-01,,,,Maidstone,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567200,House,2,2019-06-01,,,,Maidstone,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567200,House,3,2019-06-01,,,,Maidstone,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567300,Flat or Apartment,1,2019-03-01,,,,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567300,Flat or Apartment,2,2019-03-01,8.0,339.0,338.0,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567300,Flat or Apartment,3,2019-03-01,,,,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567300,House,2,2019-03-01,,,,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567300,House,3,2019-03-01,,,,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567300,House,4,2019-03-01,,,,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567300,Flat or Apartment,1,2019-06-01,,,,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567300,Flat or Apartment,2,2019-06-01,8.0,349.0,347.0,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567300,Flat or Apartment,3,2019-06-01,,,,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567300,House,2,2019-06-01,,,,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567300,House,3,2019-06-01,5.0,499.0,495.0,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567300,House,4,2019-06-01,,,,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567400,Flat or Apartment,1,2019-03-01,,,,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,Flat or Apartment,2,2019-03-01,,,,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,Flat or Apartment,3,2019-03-01,,,,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,House,2,2019-03-01,,,,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,House,3,2019-03-01,6.0,496.0,495.0,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,House,4,2019-03-01,,,,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,Room or Boarding House,1,2019-03-01,,,,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,Flat or Apartment,1,2019-06-01,,,,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,Flat or Apartment,2,2019-06-01,,,,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,Flat or Apartment,3,2019-06-01,,,,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,House,2,2019-06-01,,,,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,House,3,2019-06-01,6.0,523.0,521.0,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,House,4,2019-06-01,,,,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567400,Room or Boarding House,1,2019-06-01,,,,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567500,Flat or Apartment,1,2019-03-01,,,,Moonshine,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567500,Flat or Apartment,2,2019-03-01,,,,Moonshine,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567500,House,2,2019-03-01,,,,Moonshine,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567500,House,3,2019-03-01,,,,Moonshine,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567500,House,4,2019-03-01,,,,Moonshine,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
